id,order_hour,day_of_week,restaurant_type,cuisine_type,distance_km,estimated_delivery_min,order_value_inr,num_items,is_peak_hour,weather_condition,traffic_density,delivery_partner_rating,delivery_partner_orders,restaurant_rating,restaurant_avg_prep_min,is_promo_order,area_type,is_late
2512,0,tuesday,fast_food,pizza_burger,6.4,41,612.0,13,true,light_rain,moderate,4.0,1433.0,3.2,28.8,true,college_area,on_time
2513,13,wednesday,fast_food,other,6.2,26,835.0,7,false,light_rain,moderate,4.0,481.0,3.7,21.4,true,commercial,late
2514,15,wednesday,casual_dining,indian,4.9,47,391.0,7,true,humid,moderate,4.6,2971.0,3.7,12.3,false,market,on_time
2515,21,friday,cloud_kitchen,biryani,7.2,26,876.0,4,false,heavy_rain,moderate,4.4,1666.0,,21.5,false,commercial,on_time
2516,13,friday,cloud_kitchen,south_indian,4.2,46,1289.0,10,false,humid,low,2.8,329.0,4.8,10.3,false,college_area,on_time
2517,19,thursday,cloud_kitchen,italian,5.9,32,285.0,14,false,light_rain,moderate,2.8,3255.0,,21.8,false,residential,late
2518,2,friday,casual_dining,indian,12.1,58,2628.0,13,true,clear,gridlock,3.9,417.0,3.6,29.7,true,commercial,on_time
2519,2,monday,casual_dining,biryani,12.6,70,1589.0,4,false,hot,heavy,3.1,2302.0,4.4,39.2,false,commercial,late
2520,8,monday,casual_dining,south_indian,4.9,58,1805.0,14,true,heavy_rain,heavy,3.7,945.0,4.1,11.1,false,college_area,late
2521,5,tuesday,fast_food,indian,7.3,70,1176.0,3,false,fog,moderate,3.2,2053.0,3.7,19.5,false,commercial,on_time
2522,12,friday,fast_food,biryani,13.2,86,2042.0,10,false,clear,heavy,3.9,2351.0,5.0,16.8,true,market,on_time
2523,20,tuesday,cafe,pizza_burger,1.3,41,1352.0,7,false,fog,moderate,3.1,980.0,3.3,24.7,false,college_area,late
2524,1,wednesday,fine_dining,pizza_burger,13.4,72,2308.0,5,false,light_rain,low,4.1,1657.0,4.1,6.8,true,residential,late
2525,7,thursday,fast_food,healthy,3.7,16,2482.0,3,false,clear,moderate,,2655.0,4.2,12.7,false,residential,on_time
2526,20,saturday,fast_food,south_indian,10.3,31,2048.0,6,false,fog,low,3.9,1452.0,3.5,5.1,false,highway,on_time
2527,1,monday,cloud_kitchen,other,8.9,15,,12,false,heavy_rain,low,2.6,3012.0,4.0,,false,residential,late
2528,3,saturday,fast_food,healthy,8.5,70,2368.0,6,false,fog,low,,2784.0,4.3,15.4,false,commercial,late
2529,14,saturday,cloud_kitchen,chinese,13.0,23,1533.0,6,false,humid,moderate,4.3,4004.0,3.8,38.7,false,market,late
2530,3,saturday,cloud_kitchen,indian,2.0,25,422.0,2,true,hot,moderate,4.7,1587.0,4.0,25.5,false,residential,on_time
2531,12,sunday,fine_dining,south_indian,5.5,12,437.0,13,false,fog,heavy,4.4,390.0,3.8,22.6,false,college_area,on_time
2532,11,monday,casual_dining,south_indian,8.3,18,2851.0,11,false,fog,moderate,4.3,3729.0,4.2,35.5,false,commercial,late
2533,12,tuesday,cafe,biryani,12.3,56,719.0,10,true,light_rain,gridlock,,850.0,3.6,25.8,false,commercial,on_time
2534,13,sunday,casual_dining,biryani,3.6,51,2466.0,12,false,hot,low,4.5,819.0,3.5,26.8,false,residential,on_time
2535,19,thursday,cafe,pizza_burger,12.1,51,815.0,7,false,light_rain,moderate,,3636.0,3.7,17.3,false,college_area,on_time
2536,17,friday,casual_dining,south_indian,6.3,32,1349.0,13,false,hot,gridlock,4.5,4108.0,4.4,15.6,true,commercial,late
2537,5,saturday,fast_food,indian,3.2,12,1999.0,7,true,clear,moderate,4.5,2655.0,2.7,8.9,false,market,on_time
2538,10,saturday,casual_dining,healthy,11.5,10,560.0,10,false,clear,heavy,2.5,3955.0,3.2,16.0,true,college_area,late
2539,1,sunday,casual_dining,chinese,1.8,76,2238.0,12,false,clear,moderate,3.3,4107.0,5.0,19.2,true,commercial,on_time
2540,22,sunday,cloud_kitchen,other,8.0,80,2100.0,4,false,fog,moderate,4.9,490.0,3.9,25.4,false,highway,on_time
2541,18,saturday,cloud_kitchen,indian,1.4,12,,11,false,clear,low,3.7,2320.0,3.5,21.6,false,college_area,on_time
2542,18,wednesday,cafe,other,5.7,58,1741.0,6,false,clear,gridlock,3.0,2929.0,4.2,18.3,false,commercial,on_time
2543,4,sunday,fast_food,indian,9.2,76,406.0,4,false,heavy_rain,low,,3164.0,3.2,12.9,true,commercial,on_time
2544,18,monday,cloud_kitchen,chinese,8.6,64,1364.0,4,false,clear,moderate,3.6,2935.0,,26.0,true,residential,on_time
2545,1,tuesday,casual_dining,indian,6.4,13,350.0,6,false,clear,heavy,3.5,1147.0,3.9,17.0,false,market,late
2546,9,sunday,cloud_kitchen,pizza_burger,6.7,40,992.0,9,false,clear,moderate,4.4,2824.0,3.3,25.5,false,highway,on_time
2547,1,wednesday,fine_dining,healthy,3.8,75,2711.0,12,false,hot,gridlock,4.1,2506.0,3.8,5.0,false,market,on_time
2548,10,tuesday,fast_food,south_indian,7.1,87,1766.0,13,false,heavy_rain,low,3.7,812.0,3.9,25.4,false,residential,on_time
2549,17,tuesday,cloud_kitchen,other,14.3,73,2254.0,15,false,humid,heavy,4.0,56.0,3.8,29.5,false,market,on_time
2550,23,sunday,fast_food,biryani,12.8,40,1764.0,7,false,clear,moderate,3.7,708.0,2.7,28.2,false,residential,on_time
2551,14,friday,casual_dining,pizza_burger,2.6,72,662.0,2,false,clear,low,4.4,1010.0,3.7,20.0,false,residential,late
2552,8,saturday,casual_dining,dessert,0.9,75,1825.0,14,true,clear,heavy,2.8,4119.0,4.0,31.2,false,college_area,late
2553,22,tuesday,fast_food,chinese,14.0,40,2290.0,6,false,humid,moderate,3.7,,2.9,9.3,true,highway,on_time
2554,18,saturday,cloud_kitchen,italian,8.1,56,501.0,14,true,heavy_rain,moderate,3.5,3317.0,2.8,21.1,false,residential,on_time
2555,8,saturday,fast_food,healthy,8.3,31,2469.0,5,true,heavy_rain,gridlock,,4868.0,3.1,20.1,false,highway,late
2556,2,wednesday,fast_food,healthy,11.8,83,1710.0,6,false,humid,moderate,3.0,3490.0,4.1,32.4,false,college_area,on_time
2557,20,thursday,cafe,other,5.1,55,111.0,13,false,clear,heavy,4.8,4327.0,2.5,5.0,false,market,on_time
2558,8,tuesday,cloud_kitchen,healthy,7.5,67,1607.0,8,false,clear,heavy,3.3,4306.0,,11.4,false,college_area,on_time
2559,13,sunday,fine_dining,indian,14.5,70,1247.0,8,false,fog,heavy,4.5,1401.0,3.9,39.5,true,college_area,on_time
2560,18,saturday,cloud_kitchen,dessert,10.2,55,959.0,15,true,hot,gridlock,4.2,1194.0,3.5,5.0,true,highway,late
2561,6,sunday,cafe,south_indian,2.7,10,2336.0,3,false,hot,moderate,4.0,4995.0,2.8,30.1,false,college_area,on_time
2562,15,wednesday,casual_dining,other,2.4,34,2708.0,9,false,hot,heavy,4.0,1498.0,3.2,15.0,false,residential,on_time
2563,15,saturday,fast_food,south_indian,3.5,70,2311.0,6,false,heavy_rain,moderate,2.5,1251.0,4.2,24.5,true,highway,late
2564,0,saturday,fast_food,biryani,11.6,90,2555.0,7,false,humid,heavy,3.4,873.0,4.5,36.1,true,market,on_time
2565,3,saturday,casual_dining,biryani,4.8,23,2735.0,9,false,heavy_rain,moderate,5.0,2411.0,3.1,,true,residential,on_time
2566,3,sunday,cafe,italian,0.8,54,2747.0,15,false,clear,gridlock,3.9,3551.0,4.4,,true,commercial,on_time
2567,6,thursday,casual_dining,indian,14.2,86,432.0,14,false,heavy_rain,gridlock,4.1,1579.0,4.1,17.1,false,commercial,late
2568,7,tuesday,cloud_kitchen,healthy,3.0,48,1423.0,13,true,hot,heavy,2.5,475.0,3.7,18.4,true,college_area,on_time
2569,16,saturday,casual_dining,dessert,0.6,75,100.0,7,false,fog,moderate,3.6,4291.0,3.3,29.9,false,residential,on_time
2570,4,saturday,fast_food,indian,,41,1568.0,10,true,clear,heavy,3.6,3567.0,3.4,17.6,false,residential,late
2571,6,friday,fast_food,dessert,3.9,67,2780.0,9,false,clear,moderate,3.3,4049.0,4.8,28.0,true,residential,on_time
2572,19,tuesday,cloud_kitchen,pizza_burger,6.6,65,677.0,1,false,clear,low,4.2,4625.0,3.8,33.8,false,residential,on_time
2573,19,friday,cloud_kitchen,south_indian,13.8,15,1955.0,13,true,humid,moderate,3.5,271.0,,30.7,false,residential,late
2574,3,wednesday,cloud_kitchen,chinese,13.2,76,1968.0,1,false,clear,moderate,3.3,3552.0,3.8,6.2,true,residential,on_time
2575,5,thursday,fast_food,healthy,7.1,59,564.0,3,false,light_rain,moderate,2.8,4586.0,3.4,18.6,false,residential,on_time
2576,6,saturday,fine_dining,pizza_burger,,47,791.0,13,true,fog,moderate,3.0,4458.0,4.1,24.8,true,residential,on_time
2577,17,saturday,fast_food,biryani,8.5,12,1439.0,9,true,humid,low,3.1,3884.0,5.0,19.6,true,college_area,late
2578,4,tuesday,fast_food,biryani,4.0,14,645.0,1,true,hot,moderate,3.6,2620.0,3.3,22.8,true,market,on_time
2579,19,thursday,fine_dining,indian,1.3,33,1796.0,1,true,humid,moderate,3.5,995.0,4.2,25.0,false,highway,late
2580,2,wednesday,fast_food,south_indian,14.1,63,1505.0,5,true,fog,moderate,3.4,769.0,3.8,16.7,false,residential,on_time
2581,6,tuesday,cafe,indian,3.2,43,1605.0,8,false,humid,moderate,2.6,545.0,2.8,20.1,false,college_area,on_time
2582,21,saturday,fast_food,chinese,3.4,48,489.0,2,false,clear,heavy,3.1,932.0,2.8,10.2,false,market,on_time
2583,13,sunday,cafe,pizza_burger,7.4,57,1600.0,4,false,light_rain,moderate,3.9,91.0,3.4,17.2,true,highway,on_time
2584,6,thursday,fine_dining,healthy,7.6,58,243.0,15,false,hot,gridlock,4.8,4334.0,3.9,6.7,false,college_area,late
2585,4,saturday,casual_dining,south_indian,0.8,43,,6,false,clear,moderate,4.9,,4.2,23.2,false,college_area,on_time
2586,21,sunday,cafe,chinese,2.6,89,1095.0,15,false,humid,low,5.0,2969.0,2.8,20.1,false,college_area,on_time
2587,4,sunday,fast_food,pizza_burger,6.0,16,2583.0,1,true,light_rain,moderate,,4873.0,4.1,12.8,false,commercial,late
2588,22,tuesday,cafe,healthy,10.4,27,2135.0,15,false,light_rain,heavy,3.8,3078.0,3.6,39.9,false,highway,on_time
2589,1,sunday,casual_dining,pizza_burger,,79,2322.0,4,true,clear,low,4.2,2660.0,3.7,19.5,false,market,late
2590,20,thursday,fast_food,healthy,6.6,43,1011.0,4,false,heavy_rain,gridlock,3.5,634.0,4.1,24.9,false,commercial,on_time
2591,21,wednesday,casual_dining,biryani,8.6,60,760.0,9,false,clear,moderate,4.4,3229.0,4.7,15.6,true,market,on_time
2592,5,monday,fast_food,pizza_burger,13.4,77,1279.0,9,true,clear,moderate,3.7,1225.0,3.9,,true,residential,on_time
2593,14,friday,fine_dining,indian,5.2,23,169.0,6,false,humid,gridlock,4.0,1249.0,2.9,25.2,true,commercial,late
2594,20,monday,casual_dining,italian,2.4,78,2764.0,8,false,humid,moderate,3.3,983.0,3.6,18.7,true,residential,late
2595,9,wednesday,fast_food,italian,7.6,17,1222.0,12,false,clear,gridlock,4.5,2511.0,4.2,22.0,false,residential,late
2596,22,wednesday,casual_dining,south_indian,11.3,24,2967.0,10,true,heavy_rain,gridlock,3.1,3851.0,4.2,30.1,true,residential,late
2597,23,saturday,casual_dining,other,2.1,68,2308.0,4,true,heavy_rain,gridlock,3.4,4759.0,4.1,16.8,false,commercial,late
2598,6,sunday,cloud_kitchen,healthy,6.7,20,333.0,10,false,light_rain,heavy,3.6,3994.0,3.4,8.7,false,market,late
2599,4,wednesday,fine_dining,indian,,29,2014.0,8,true,heavy_rain,moderate,3.2,990.0,2.9,6.7,false,commercial,on_time
2600,0,sunday,casual_dining,indian,1.0,64,885.0,15,false,light_rain,moderate,4.2,1617.0,4.1,36.4,true,college_area,on_time
2601,12,sunday,cloud_kitchen,italian,7.5,45,806.0,3,false,light_rain,moderate,3.9,425.0,3.0,31.3,true,college_area,on_time
2602,20,saturday,cafe,chinese,4.8,23,843.0,2,false,hot,gridlock,3.1,1431.0,4.1,28.6,true,residential,late
2603,17,tuesday,fast_food,biryani,12.8,67,2757.0,6,true,heavy_rain,moderate,3.4,1636.0,4.1,17.6,false,residential,on_time
2604,12,saturday,cafe,healthy,9.2,47,1549.0,5,false,clear,low,3.9,4201.0,3.4,,false,residential,on_time
2605,20,sunday,casual_dining,other,7.1,89,2041.0,8,true,heavy_rain,heavy,3.9,178.0,3.6,19.2,false,college_area,late
2606,20,saturday,cafe,pizza_burger,6.4,10,914.0,15,false,fog,moderate,3.1,3777.0,3.8,21.1,false,market,on_time
2607,17,wednesday,cloud_kitchen,dessert,7.7,74,1616.0,1,false,fog,heavy,,720.0,3.3,10.7,false,market,on_time
2608,4,friday,casual_dining,biryani,1.1,10,1115.0,11,false,fog,gridlock,4.2,3129.0,2.9,7.3,true,residential,on_time
2609,12,saturday,fine_dining,chinese,13.4,69,1031.0,12,false,fog,heavy,3.6,4505.0,3.7,5.0,false,commercial,late
2610,3,friday,cloud_kitchen,biryani,15.0,34,815.0,10,false,clear,heavy,3.1,3002.0,3.7,28.6,false,college_area,on_time
2611,16,monday,casual_dining,biryani,3.1,19,1286.0,3,false,light_rain,heavy,4.7,2790.0,4.5,9.9,true,residential,late
2612,2,wednesday,cafe,pizza_burger,2.2,59,2014.0,7,true,fog,heavy,4.2,654.0,3.2,25.1,false,highway,on_time
2613,16,saturday,casual_dining,chinese,2.6,21,743.0,13,true,hot,low,3.5,2623.0,4.3,18.0,false,commercial,late
2614,10,sunday,fine_dining,italian,10.1,41,2900.0,10,true,light_rain,moderate,3.9,3557.0,3.0,27.9,false,college_area,late
2615,20,tuesday,cafe,italian,10.1,42,460.0,14,false,light_rain,low,3.6,3393.0,2.9,25.4,false,market,on_time
2616,19,sunday,fast_food,other,12.8,81,1492.0,12,false,hot,heavy,3.1,,3.5,19.7,false,commercial,on_time
2617,22,wednesday,casual_dining,south_indian,11.4,35,346.0,4,true,clear,heavy,4.3,490.0,3.1,23.3,false,residential,late
2618,20,saturday,cafe,pizza_burger,7.0,51,165.0,10,false,clear,moderate,5.0,1345.0,2.9,20.9,false,commercial,on_time
2619,3,saturday,fast_food,pizza_burger,9.4,59,2776.0,5,true,light_rain,moderate,4.4,608.0,4.9,15.8,false,college_area,on_time
2620,1,saturday,fast_food,chinese,10.5,70,,8,true,clear,moderate,4.0,3592.0,3.4,31.8,false,commercial,late
2621,19,sunday,casual_dining,biryani,7.9,50,2113.0,1,false,light_rain,moderate,3.6,4120.0,5.0,17.8,false,commercial,late
2622,15,wednesday,casual_dining,healthy,7.4,66,2609.0,1,false,clear,moderate,1.9,753.0,3.1,21.1,false,highway,on_time
2623,17,sunday,casual_dining,south_indian,9.9,11,2428.0,12,true,hot,heavy,4.9,,2.7,7.8,false,college_area,on_time
2624,7,tuesday,fast_food,other,8.6,79,1977.0,7,false,clear,heavy,3.3,4445.0,4.5,24.7,false,residential,on_time
2625,2,saturday,fast_food,chinese,9.8,40,,15,false,fog,moderate,4.4,4121.0,3.3,15.9,true,highway,on_time
2626,8,saturday,cafe,indian,9.4,32,1233.0,13,false,fog,heavy,4.5,3462.0,3.8,17.2,true,residential,late
2627,19,saturday,casual_dining,healthy,10.9,85,1703.0,12,false,light_rain,moderate,4.4,1015.0,,13.6,true,market,on_time
2628,5,wednesday,fast_food,dessert,9.8,63,2351.0,9,true,clear,gridlock,2.8,4695.0,3.7,20.8,false,college_area,late
2629,9,sunday,casual_dining,other,8.0,37,345.0,4,true,hot,moderate,4.5,1769.0,2.9,5.0,true,college_area,on_time
2630,20,tuesday,cafe,pizza_burger,10.4,88,2590.0,8,true,clear,gridlock,3.5,4897.0,3.7,28.8,true,residential,late
2631,9,monday,fast_food,other,7.0,28,554.0,10,true,clear,moderate,3.7,959.0,3.4,21.6,true,market,on_time
2632,12,saturday,fast_food,dessert,4.0,85,2607.0,15,true,clear,moderate,3.7,1592.0,3.8,17.3,false,college_area,on_time
2633,16,thursday,fast_food,dessert,0.5,57,1002.0,7,true,clear,heavy,3.4,3262.0,4.1,6.5,true,residential,on_time
2634,8,sunday,cloud_kitchen,biryani,,11,1047.0,14,false,hot,moderate,3.6,2589.0,3.8,26.3,false,college_area,late
2635,16,thursday,cloud_kitchen,italian,,20,314.0,2,false,fog,heavy,3.9,2539.0,4.0,15.7,false,residential,on_time
2636,23,tuesday,cloud_kitchen,other,14.6,53,2669.0,14,true,light_rain,moderate,3.1,791.0,3.6,35.1,false,commercial,late
2637,8,sunday,cloud_kitchen,south_indian,5.7,68,605.0,5,true,humid,moderate,2.7,4268.0,,26.9,false,residential,on_time
2638,8,friday,cafe,biryani,6.2,68,1927.0,9,true,clear,heavy,4.4,4017.0,4.0,37.3,true,residential,on_time
2639,0,tuesday,casual_dining,south_indian,3.4,47,1967.0,13,false,fog,moderate,4.0,4395.0,3.6,23.4,false,residential,on_time
2640,1,saturday,cafe,biryani,1.5,34,915.0,13,true,hot,low,2.5,3099.0,3.7,32.8,false,market,late
2641,15,friday,fast_food,south_indian,11.7,30,2958.0,9,false,hot,gridlock,4.1,648.0,3.9,26.6,true,college_area,late
2642,0,friday,cafe,indian,4.1,51,285.0,3,false,clear,gridlock,3.7,4844.0,3.1,17.5,false,residential,on_time
2643,9,thursday,cloud_kitchen,healthy,9.3,45,1862.0,11,false,hot,heavy,2.9,1476.0,4.6,23.9,false,residential,on_time
2644,17,sunday,casual_dining,south_indian,10.5,18,1490.0,12,false,clear,heavy,3.4,2061.0,3.6,13.7,false,residential,on_time
2645,7,sunday,casual_dining,biryani,7.3,21,811.0,3,true,light_rain,gridlock,4.1,1124.0,3.8,42.7,false,market,on_time
2646,20,saturday,fast_food,indian,13.2,19,573.0,2,false,light_rain,heavy,,616.0,3.7,21.0,false,highway,on_time
2647,10,monday,cafe,indian,6.9,68,2237.0,7,false,hot,gridlock,3.1,1285.0,4.1,22.3,false,residential,late
2648,22,sunday,cafe,chinese,4.6,14,2757.0,6,false,clear,moderate,3.4,2326.0,3.9,25.9,false,commercial,on_time
2649,1,saturday,cloud_kitchen,pizza_burger,13.5,42,411.0,15,false,clear,heavy,3.1,3138.0,3.7,11.1,false,commercial,on_time
2650,7,saturday,casual_dining,indian,13.0,78,662.0,5,true,clear,low,3.0,3673.0,4.6,35.2,false,market,late
2651,21,thursday,cloud_kitchen,healthy,2.9,89,2960.0,7,false,clear,heavy,3.0,2856.0,1.8,11.7,false,highway,late
2652,7,sunday,cafe,chinese,0.9,72,143.0,4,false,clear,heavy,4.1,1624.0,4.4,9.5,false,residential,on_time
2653,16,saturday,cloud_kitchen,chinese,1.8,38,1573.0,5,false,humid,moderate,3.2,3450.0,4.3,20.3,false,highway,late
2654,14,monday,casual_dining,indian,4.7,27,1596.0,9,false,clear,heavy,4.6,2704.0,2.6,9.2,true,highway,on_time
2655,16,thursday,casual_dining,indian,14.6,15,862.0,15,true,clear,gridlock,5.0,1141.0,4.3,37.6,true,commercial,late
2656,22,sunday,cafe,dessert,8.6,62,2022.0,11,true,fog,gridlock,3.7,2831.0,4.3,19.7,true,commercial,late
2657,23,monday,cloud_kitchen,healthy,5.9,41,,9,false,hot,low,5.0,499.0,4.0,5.0,true,commercial,on_time
2658,12,sunday,fine_dining,biryani,13.4,51,1405.0,4,false,hot,heavy,4.2,4683.0,2.8,24.0,true,residential,on_time
2659,18,saturday,fast_food,indian,7.1,56,2273.0,6,false,hot,moderate,3.9,1104.0,4.1,27.5,false,commercial,on_time
2660,4,saturday,fast_food,chinese,5.1,40,1973.0,2,false,clear,heavy,3.8,3090.0,4.3,17.8,false,commercial,on_time
2661,11,wednesday,fine_dining,south_indian,14.1,71,1471.0,3,false,hot,moderate,2.4,1753.0,3.4,8.4,true,college_area,on_time
2662,0,wednesday,casual_dining,other,12.8,65,244.0,9,false,heavy_rain,low,3.5,4015.0,4.0,21.0,false,highway,on_time
2663,22,sunday,cafe,chinese,12.7,20,2251.0,6,false,fog,moderate,3.0,614.0,3.5,17.2,false,highway,on_time
2664,4,wednesday,casual_dining,pizza_burger,7.9,35,1153.0,8,false,humid,moderate,4.4,3048.0,4.2,12.2,false,college_area,on_time
2665,7,saturday,fast_food,south_indian,11.9,36,750.0,15,true,hot,heavy,,644.0,3.5,11.4,true,market,late
2666,12,thursday,cloud_kitchen,chinese,3.1,66,2850.0,11,false,hot,low,4.0,2869.0,3.4,23.6,false,residential,late
2667,7,tuesday,cloud_kitchen,south_indian,,36,2343.0,5,false,clear,heavy,4.0,4154.0,3.7,31.0,false,commercial,late
2668,22,monday,casual_dining,indian,14.8,68,,2,true,light_rain,gridlock,4.5,1136.0,2.9,26.6,false,residential,late
2669,10,friday,casual_dining,dessert,4.7,71,842.0,7,false,humid,heavy,3.9,4693.0,,5.0,false,commercial,on_time
2670,0,sunday,cloud_kitchen,chinese,12.0,29,2524.0,6,true,heavy_rain,moderate,4.6,3700.0,3.9,28.2,true,residential,on_time
2671,12,thursday,fast_food,pizza_burger,7.6,12,1862.0,11,false,clear,heavy,5.0,2363.0,,29.7,false,highway,on_time
2672,18,wednesday,cloud_kitchen,indian,1.1,25,2946.0,15,false,hot,low,4.8,162.0,3.8,35.9,false,commercial,on_time
2673,23,wednesday,fast_food,other,11.6,53,2844.0,2,false,clear,moderate,3.4,1822.0,2.8,12.5,false,residential,on_time
2674,2,friday,cafe,indian,2.9,88,2922.0,6,false,hot,gridlock,4.4,4420.0,4.5,21.4,false,commercial,late
2675,23,thursday,fine_dining,healthy,9.7,39,,13,false,humid,low,3.3,2766.0,4.6,27.7,false,highway,late
2676,16,sunday,cafe,dessert,1.7,49,121.0,8,true,light_rain,gridlock,3.6,3403.0,3.8,16.7,false,college_area,on_time
2677,4,friday,casual_dining,other,14.2,74,2249.0,13,false,light_rain,low,5.0,2628.0,3.2,27.5,false,residential,on_time
2678,19,friday,cafe,south_indian,4.7,38,888.0,1,false,clear,low,,3994.0,3.4,21.8,false,highway,on_time
2679,20,tuesday,casual_dining,pizza_burger,3.8,39,2144.0,4,false,humid,low,3.5,4995.0,3.6,13.5,false,market,on_time
2680,7,sunday,fast_food,italian,2.4,41,2944.0,1,true,heavy_rain,heavy,4.6,4856.0,3.9,14.4,false,highway,on_time
2681,13,wednesday,fine_dining,indian,14.2,19,213.0,2,false,heavy_rain,moderate,3.2,4598.0,3.5,34.5,false,college_area,on_time
2682,3,monday,cloud_kitchen,south_indian,10.8,60,1744.0,1,false,fog,low,2.5,57.0,3.2,12.0,true,highway,late
2683,10,saturday,cafe,indian,11.3,17,2231.0,6,false,clear,heavy,2.8,3238.0,4.3,10.3,false,market,on_time
2684,19,friday,casual_dining,other,7.7,60,834.0,11,false,light_rain,gridlock,3.4,2345.0,3.9,25.4,false,market,late
2685,14,thursday,fast_food,indian,7.4,45,752.0,6,true,hot,heavy,3.8,4903.0,3.1,21.7,true,commercial,on_time
2686,18,thursday,fast_food,biryani,2.1,64,274.0,1,false,humid,low,3.6,620.0,3.9,8.9,false,college_area,on_time
2687,6,saturday,cafe,pizza_burger,,44,371.0,4,false,clear,low,3.4,4875.0,,16.8,false,commercial,on_time
2688,18,tuesday,cloud_kitchen,biryani,4.1,45,2004.0,14,false,clear,heavy,3.9,4875.0,3.3,13.8,true,residential,on_time
2689,18,sunday,casual_dining,pizza_burger,14.7,65,1565.0,14,false,light_rain,heavy,3.5,2614.0,4.4,15.6,false,commercial,late
2690,10,saturday,cloud_kitchen,indian,12.1,45,186.0,14,false,fog,gridlock,3.3,4262.0,,47.2,true,market,late
2691,4,thursday,fast_food,biryani,6.5,70,2912.0,4,true,light_rain,moderate,4.0,2836.0,3.6,19.0,false,commercial,late
2692,4,thursday,casual_dining,chinese,2.7,71,2002.0,8,false,humid,low,3.9,666.0,3.6,13.2,false,residential,on_time
2693,21,wednesday,fast_food,other,11.9,90,1594.0,6,false,clear,moderate,4.5,128.0,4.0,42.2,false,commercial,on_time
2694,7,saturday,casual_dining,pizza_burger,2.3,34,,2,true,clear,heavy,5.0,3558.0,3.7,30.9,true,college_area,late
2695,9,friday,fast_food,other,3.2,73,2008.0,5,false,clear,moderate,2.3,4172.0,3.7,29.2,false,college_area,on_time
2696,5,wednesday,fine_dining,indian,3.6,69,1155.0,4,false,humid,gridlock,4.2,4983.0,4.3,13.7,true,residential,on_time
2697,14,friday,fast_food,chinese,8.6,66,2137.0,10,false,clear,moderate,3.9,635.0,2.8,33.9,false,market,on_time
2698,15,sunday,fine_dining,indian,11.9,79,2079.0,4,true,light_rain,moderate,4.7,3609.0,,30.2,false,market,on_time
2699,16,thursday,casual_dining,indian,5.1,61,368.0,12,false,light_rain,moderate,3.4,3690.0,4.2,23.5,false,commercial,late
2700,7,sunday,fine_dining,chinese,1.7,65,2737.0,8,false,fog,low,3.5,4711.0,5.0,5.0,false,highway,late
2701,7,wednesday,cafe,pizza_burger,7.2,72,1512.0,5,false,clear,heavy,2.9,986.0,,21.8,false,college_area,on_time
2702,8,monday,fine_dining,chinese,11.3,77,1239.0,3,false,fog,heavy,4.5,2574.0,4.8,,true,highway,late
2703,1,tuesday,fast_food,south_indian,,29,2871.0,10,true,light_rain,low,3.9,1157.0,3.4,24.2,false,highway,on_time
2704,14,thursday,cloud_kitchen,healthy,3.7,63,1370.0,12,false,humid,moderate,,4537.0,3.3,18.2,true,commercial,on_time
2705,17,tuesday,fine_dining,pizza_burger,14.2,10,2191.0,15,false,hot,heavy,3.5,3869.0,4.0,19.7,true,college_area,on_time
2706,2,monday,fast_food,italian,14.3,19,2000.0,4,false,light_rain,heavy,3.3,244.0,4.3,20.4,false,residential,on_time
2707,16,sunday,fast_food,italian,14.9,32,578.0,1,false,humid,moderate,4.3,768.0,2.9,14.0,false,college_area,late
2708,3,sunday,casual_dining,south_indian,,60,2974.0,6,false,clear,heavy,3.6,3218.0,,21.6,false,commercial,on_time
2709,3,saturday,fine_dining,indian,3.2,33,1444.0,11,false,hot,moderate,4.2,415.0,3.7,36.4,false,college_area,late
2710,13,tuesday,casual_dining,pizza_burger,3.6,22,1244.0,13,false,light_rain,heavy,4.2,3284.0,3.3,35.3,false,residential,on_time
2711,8,tuesday,casual_dining,italian,5.4,38,2767.0,15,false,light_rain,heavy,3.9,4345.0,3.4,14.5,false,residential,on_time
2712,8,monday,fast_food,healthy,5.1,67,1634.0,10,true,clear,low,3.4,3107.0,4.2,34.8,false,college_area,on_time
2713,22,saturday,fast_food,pizza_burger,14.4,52,2144.0,4,false,heavy_rain,heavy,,2887.0,4.0,29.6,false,residential,on_time
2714,17,sunday,cloud_kitchen,biryani,11.9,19,2554.0,6,false,clear,moderate,3.3,862.0,4.2,28.3,false,college_area,on_time
2715,9,thursday,fast_food,italian,11.0,40,782.0,2,true,fog,low,3.9,4915.0,3.9,26.3,false,market,late
2716,20,monday,cafe,chinese,3.2,83,591.0,5,false,clear,moderate,5.0,4958.0,3.2,12.7,true,residential,on_time
2717,3,friday,fine_dining,dessert,13.7,23,298.0,11,true,hot,moderate,4.7,3358.0,4.0,17.9,false,commercial,late
2718,11,wednesday,fast_food,south_indian,12.5,43,2702.0,9,false,fog,heavy,3.4,3934.0,3.1,,false,commercial,on_time
2719,7,thursday,cafe,chinese,2.9,26,680.0,8,false,hot,low,4.0,3765.0,3.5,,false,college_area,late
2720,1,friday,fast_food,indian,13.1,30,992.0,3,true,hot,heavy,3.4,210.0,3.1,11.6,false,residential,on_time
2721,21,saturday,cafe,indian,4.4,76,928.0,1,false,clear,low,4.0,2158.0,3.3,25.1,true,commercial,late
2722,12,monday,fast_food,dessert,,67,983.0,10,false,clear,moderate,3.2,2378.0,3.8,14.1,false,highway,late
